customer_id,store_id,first_name,last_name,email,address_id,active,create_date,last_update,address_id,address,address2,district,city_id,postal_code,phone,location,last_update
22,1,LAURA,RODRIGUEZ,LAURA.RODRIGUEZ@sakilacustomer.org,26,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",26,"28 Charlotte Amalie Street",,Rabat-Sal-Zammour-Z,443,37551,161968374323,...,"2014-09-25 22:32:16"
23,2,SARAH,LEWIS,SARAH.LEWIS@sakilacustomer.org,27,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",27,"1780 Hino Boulevard",,Liepaja,303,7716,902731229323,...,"2014-09-25 22:31:58"
24,2,KIMBERLY,LEE,KIMBERLY.LEE@sakilacustomer.org,28,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",28,"96 Tafuna Way",,Córdoba,128,99865,934730187245,...,"2014-09-25 22:30:05"
25,1,DEBORAH,WALKER,DEBORAH.WALKER@sakilacustomer.org,29,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",29,"934 San Felipe de Puerto Plata Street",,Sind,472,99780,196495945706,...,"2014-09-25 22:32:31"
26,2,JESSICA,HALL,JESSICA.HALL@sakilacustomer.org,30,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",30,"18 Duisburg Boulevard",,,121,58327,998009777982,...,"2014-09-25 22:31:08"
27,2,SHIRLEY,ALLEN,SHIRLEY.ALLEN@sakilacustomer.org,31,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",31,"217 Botshabelo Place",,"Southern Mindanao",138,49521,665356572025,...,"2014-09-25 22:32:36"
28,1,CYNTHIA,YOUNG,CYNTHIA.YOUNG@sakilacustomer.org,32,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",32,"1425 Shikarpur Manor",,Bihar,346,65599,678220867005,...,"2014-09-25 22:31:20"
29,2,ANGELA,HERNANDEZ,ANGELA.HERNANDEZ@sakilacustomer.org,33,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",33,"786 Aurora Avenue",,Yamaguchi,474,65750,18461860151,...,"2014-09-25 22:31:53"
30,1,MELISSA,KING,MELISSA.KING@sakilacustomer.org,34,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",34,"1668 Anpolis Street",,Taipei,316,50199,525255540978,...,"2014-09-25 22:33:15"
31,2,BRENDA,WRIGHT,BRENDA.WRIGHT@sakilacustomer.org,35,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",35,"33 Gorontalo Way",,"West Bengali",257,30348,745994947458,...,"2014-09-25 22:31:18"
32,1,AMY,LOPEZ,AMY.LOPEZ@sakilacustomer.org,36,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",36,"176 Mandaluyong Place",,"Uttar Pradesh",239,65213,627705991774,...,"2014-09-25 22:31:17"
33,2,ANNA,HILL,ANNA.HILL@sakilacustomer.org,37,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",37,"127 Purnea (Purnia) Manor",,Piemonte,17,79388,911872220378,...,"2014-09-25 22:31:42"
34,2,REBECCA,SCOTT,REBECCA.SCOTT@sakilacustomer.org,38,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",38,"61 Tama Street",,Okayama,284,94065,708403338270,...,"2014-09-25 22:31:49"
35,2,VIRGINIA,GREEN,VIRGINIA.GREEN@sakilacustomer.org,39,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",39,"391 Callao Drive",,Midi-Pyrnes,544,34021,440512153169,...,"2014-09-25 22:31:01"
36,2,KATHLEEN,ADAMS,KATHLEEN.ADAMS@sakilacustomer.org,40,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",40,"334 Munger (Monghyr) Lane",,Markazi,31,38145,481183273622,...,"2014-09-25 22:31:36"
37,1,PAMELA,BAKER,PAMELA.BAKER@sakilacustomer.org,41,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",41,"1440 Fukuyama Loop",,Henan,362,47929,912257250465,...,"2014-09-25 22:30:40"
38,1,MARTHA,GONZALEZ,MARTHA.GONZALEZ@sakilacustomer.org,42,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",42,"269 Cam Ranh Parkway",,Chisinau,115,34689,489783829737,...,"2014-09-25 22:32:15"
39,1,DEBRA,NELSON,DEBRA.NELSON@sakilacustomer.org,43,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",43,"306 Antofagasta Place",,"Esprito Santo",569,3989,378318851631,...,"2014-09-25 22:30:23"
40,2,AMANDA,CARTER,AMANDA.CARTER@sakilacustomer.org,44,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",44,"671 Graz Street",,Oriental,353,94399,680768868518,...,"2014-09-25 22:32:16"
41,1,STEPHANIE,MITCHELL,STEPHANIE.MITCHELL@sakilacustomer.org,45,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",45,"42 Brindisi Place",,Yerevan,586,16744,42384721397,...,"2014-09-25 22:30:08"
42,2,CAROLYN,PEREZ,CAROLYN.PEREZ@sakilacustomer.org,46,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",46,"1632 Bislig Avenue",,Nonthaburi,394,61117,471675840679,...,"2014-09-25 22:33:20"
43,2,CHRISTINE,ROBERTS,CHRISTINE.ROBERTS@sakilacustomer.org,47,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",47,"1447 Imus Way",,Tahiti,167,48942,539758313890,...,"2014-09-25 22:31:02"
44,1,MARIE,TURNER,MARIE.TURNER@sakilacustomer.org,48,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",48,"1998 Halifax Drive",,Lipetsk,308,76022,177727722820,...,"2014-09-25 22:32:54"
45,1,JANET,PHILLIPS,JANET.PHILLIPS@sakilacustomer.org,49,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",49,"1718 Valencia Street",,Antofagasta,27,37359,675292816413,...,"2014-09-25 22:30:29"
46,2,CATHERINE,CAMPBELL,CATHERINE.CAMPBELL@sakilacustomer.org,50,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",50,"46 Pjatigorsk Lane",,"Moscow (City)",343,23616,262076994845,...,"2014-09-25 22:32:55"
47,1,FRANCES,PARKER,FRANCES.PARKER@sakilacustomer.org,51,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",51,"686 Garland Manor",,Cear,247,52535,69493378813,...,"2014-09-25 22:30:19"
48,1,ANN,EVANS,ANN.EVANS@sakilacustomer.org,52,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",52,"909 Garland Manor",,Tatarstan,367,69367,705800322606,...,"2014-09-25 22:32:55"
49,2,JOYCE,EDWARDS,JOYCE.EDWARDS@sakilacustomer.org,53,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",53,"725 Isesaki Place",,Mekka,237,74428,876295323994,...,"2014-09-25 22:33:00"
50,1,DIANE,COLLINS,DIANE.COLLINS@sakilacustomer.org,54,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",54,"115 Hidalgo Parkway",,Khartum,379,80168,307703950263,...,"2014-09-25 22:33:11"
51,1,ALICE,STEWART,ALICE.STEWART@sakilacustomer.org,55,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",55,"1135 Izumisano Parkway",,California,171,48150,171822533480,...,"2014-09-25 22:33:50"
52,1,JULIE,SANCHEZ,JULIE.SANCHEZ@sakilacustomer.org,56,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",56,"939 Probolinggo Loop",,Galicia,1,4166,680428310138,...,"2014-09-25 22:33:08"
53,1,HEATHER,MORRIS,HEATHER.MORRIS@sakilacustomer.org,57,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",57,"17 Kabul Boulevard",,Chiba,355,38594,697760867968,...,"2014-09-25 22:31:51"
54,1,TERESA,ROGERS,TERESA.ROGERS@sakilacustomer.org,58,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",58,"1964 Allappuzha (Alleppey) Street",,Yamaguchi,227,48980,920811325222,...,"2014-09-25 22:31:47"
55,2,DORIS,REED,DORIS.REED@sakilacustomer.org,59,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",59,"1697 Kowloon and New Kowloon Loop",,Moskova,49,57807,499352017190,...,"2014-09-25 22:32:47"
56,1,GLORIA,COOK,GLORIA.COOK@sakilacustomer.org,60,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",60,"1668 Saint Louis Place",,Tahiti,397,39072,347487831378,...,"2014-09-25 22:31:02"
57,2,EVELYN,MORGAN,EVELYN.MORGAN@sakilacustomer.org,61,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",61,"943 Tokat Street",,Vaduz,560,45428,889318963672,...,"2014-09-25 22:31:58"
58,1,JEAN,BELL,JEAN.BELL@sakilacustomer.org,62,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",62,"1114 Liepaja Street",,Sarawak,282,69226,212869228936,...,"2014-09-25 22:32:00"
59,1,CHERYL,MURPHY,CHERYL.MURPHY@sakilacustomer.org,63,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",63,"1213 Ranchi Parkway",,Karnataka,350,94352,800024380485,...,"2014-09-25 22:31:21"
60,1,MILDRED,BAILEY,MILDRED.BAILEY@sakilacustomer.org,64,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",64,"81 Hodeida Way",,Rajasthan,231,55561,250767749542,...,"2014-09-25 22:31:17"
61,2,KATHERINE,RIVERA,KATHERINE.RIVERA@sakilacustomer.org,65,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",65,"915 Ponce Place",,Basel-Stadt,56,83980,1395251317,...,"2014-09-25 22:33:12"
62,1,JOAN,COOPER,JOAN.COOPER@sakilacustomer.org,66,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",66,"1717 Guadalajara Lane",,Missouri,441,85505,914090181665,...,"2014-09-25 22:33:59"
63,1,ASHLEY,RICHARDSON,ASHLEY.RICHARDSON@sakilacustomer.org,67,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",67,"1214 Hanoi Way",,Nebraska,306,67055,491001136577,...,"2014-09-25 22:33:56"
64,2,JUDITH,COX,JUDITH.COX@sakilacustomer.org,68,0,"2006-02-14 22:04:36","2006-02-15 04:57:20",68,"1966 Amroha Avenue",,Sichuan,139,70385,333489324603,...,"2014-09-25 22:30:32"
65,2,ROSE,HOWARD,ROSE.HOWARD@sakilacustomer.org,69,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",69,"698 Otsu Street",,Cayenne,105,71110,409983924481,...,"2014-09-25 22:31:02"
66,2,JANICE,WARD,JANICE.WARD@sakilacustomer.org,70,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",70,"1150 Kimchon Manor",,"Skne ln",321,96109,663449333709,...,"2014-09-25 22:33:11"
67,1,KELLY,TORRES,KELLY.TORRES@sakilacustomer.org,71,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",71,"1586 Guaruj Place",,Hunan,579,5135,947233365992,...,"2014-09-25 22:30:46"
68,1,NICOLE,PETERSON,NICOLE.PETERSON@sakilacustomer.org,72,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",72,"57 Arlington Manor",,"Madhya Pradesh",475,48960,990214419142,...,"2014-09-25 22:31:27"
69,2,JUDY,GRAY,JUDY.GRAY@sakilacustomer.org,73,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",73,"1031 Daugavpils Parkway",,Béchar,63,59025,107137400143,...,"2014-09-25 22:29:59"
70,2,CHRISTINA,RAMIREZ,CHRISTINA.RAMIREZ@sakilacustomer.org,74,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",74,"1124 Buenaventura Drive",,Mekka,13,6856,407733804223,...,"2014-09-25 22:32:59"
71,1,KATHY,JAMES,KATHY.JAMES@sakilacustomer.org,75,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",75,"492 Cam Ranh Street",,"Eastern Visayas",61,50805,565018274456,...,"2014-09-25 22:32:34"
72,2,THERESA,WATSON,THERESA.WATSON@sakilacustomer.org,76,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",76,"89 Allappuzha (Alleppey) Manor",,"National Capital Reg",517,75444,255800440636,...,"2014-09-25 22:32:39"
73,2,BEVERLY,BROOKS,BEVERLY.BROOKS@sakilacustomer.org,77,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",77,"1947 Poos de Caldas Boulevard",,Chiayi,114,60951,427454485876,...,"2014-09-25 22:33:14"
74,1,DENISE,KELLY,DENISE.KELLY@sakilacustomer.org,78,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",78,"1206 Dos Quebradas Place",,"São Paulo",431,20207,241832790687,...,"2014-09-25 22:30:21"
75,2,TAMMY,SANDERS,TAMMY.SANDERS@sakilacustomer.org,79,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",79,"1551 Rampur Lane",,Changhwa,108,72394,251164340471,...,"2014-09-25 22:33:14"
76,2,IRENE,PRICE,IRENE.PRICE@sakilacustomer.org,80,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",80,"602 Paarl Street",,Pavlodar,402,98889,896314772871,...,"2014-09-25 22:31:55"
77,2,JANE,BENNETT,JANE.BENNETT@sakilacustomer.org,81,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",81,"1692 Ede Loop",,"São Paulo",30,9223,918711376618,...,"2014-09-25 22:30:16"
78,1,LORI,WOOD,LORI.WOOD@sakilacustomer.org,82,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",82,"936 Salzburg Lane",,"Uttar Pradesh",425,96709,875756771675,...,"2014-09-25 22:31:24"
79,1,RACHEL,BARNES,RACHEL.BARNES@sakilacustomer.org,83,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",83,"586 Tete Way",,Kanagawa,256,1079,18581624103,...,"2014-09-25 22:31:48"
80,1,MARILYN,ROSS,MARILYN.ROSS@sakilacustomer.org,84,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",84,"1888 Kabul Drive",,"Oyo & Osun",217,20936,701457319790,...,"2014-09-25 22:32:24"
81,1,ANDREA,HENDERSON,ANDREA.HENDERSON@sakilacustomer.org,85,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",85,"320 Baiyin Parkway",,Mahajanga,319,37307,223664661973,...,"2014-09-25 22:31:59"
82,1,KATHRYN,COLEMAN,KATHRYN.COLEMAN@sakilacustomer.org,86,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",86,"927 Baha Blanca Parkway",,Krim,479,9495,821972242086,...,"2014-09-25 22:33:33"
83,1,LOUISE,JENKINS,LOUISE.JENKINS@sakilacustomer.org,87,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",87,"929 Tallahassee Loop",,Gauteng,497,74671,800716535041,...,"2014-09-25 22:33:06"
84,2,SARA,PERRY,SARA.PERRY@sakilacustomer.org,88,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",88,"125 Citt del Vaticano Boulevard",,Puebla,40,67912,48417642933,...,"2014-09-25 22:32:02"
85,2,ANNE,POWELL,ANNE.POWELL@sakilacustomer.org,89,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",89,"1557 Ktahya Boulevard",,England,88,88002,720998247660,...,"2014-09-25 22:33:36"
86,2,JACQUELINE,LONG,JACQUELINE.LONG@sakilacustomer.org,90,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",90,"870 Ashqelon Loop",,Songkhla,489,84931,135117278909,...,"2014-09-25 22:33:20"
87,1,WANDA,PATTERSON,WANDA.PATTERSON@sakilacustomer.org,91,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",91,"1740 Portoviejo Avenue",,Sucre,480,29932,198123170793,...,"2014-09-25 22:30:53"
88,2,BONNIE,HUGHES,BONNIE.HUGHES@sakilacustomer.org,92,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",92,"1942 Ciparay Parkway",,Cheju,113,82624,978987363654,...,"2014-09-25 22:33:06"
89,1,JULIA,FLORES,JULIA.FLORES@sakilacustomer.org,93,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",93,"1926 El Alto Avenue",,"Buenos Aires",289,75543,846225459260,...,"2014-09-25 22:30:05"
90,2,RUBY,WASHINGTON,RUBY.WASHINGTON@sakilacustomer.org,94,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",94,"1952 Chatsworth Drive",,Guangdong,332,25958,991562402283,...,"2014-09-25 22:30:40"
91,2,LOIS,BUTLER,LOIS.BUTLER@sakilacustomer.org,95,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",95,"1370 Le Mans Avenue",,"Brunei and Muara",53,52163,345679835036,...,"2014-09-25 22:30:23"
92,2,TINA,SIMMONS,TINA.SIMMONS@sakilacustomer.org,96,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",96,"984 Effon-Alaiye Avenue",,Gois,183,17119,132986892228,...,"2014-09-25 22:30:17"
93,1,PHYLLIS,FOSTER,PHYLLIS.FOSTER@sakilacustomer.org,97,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",97,"832 Nakhon Sawan Manor",,"Inner Mongolia",592,49021,275595571388,...,"2014-09-25 22:30:50"
94,1,NORMA,GONZALES,NORMA.GONZALES@sakilacustomer.org,98,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",98,"152 Kitwe Parkway",,Caraga,82,53182,835433605312,...,"2014-09-25 22:32:35"
95,2,PAULA,BRYANT,PAULA.BRYANT@sakilacustomer.org,99,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",99,"1697 Tanauan Lane",,Punjab,399,22870,4764773857,...,"2014-09-25 22:31:22"
96,1,DIANA,ALEXANDER,DIANA.ALEXANDER@sakilacustomer.org,100,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",100,"1308 Arecibo Way",,Georgia,41,30695,6171054059,...,"2014-09-25 22:33:43"
97,2,ANNIE,RUSSELL,ANNIE.RUSSELL@sakilacustomer.org,101,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",101,"1599 Plock Drive",,Tete,534,71986,817248913162,...,"2014-09-25 22:32:18"
98,1,LILLIAN,GRIFFIN,LILLIAN.GRIFFIN@sakilacustomer.org,102,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",102,"669 Firozabad Loop",,"Abu Dhabi",12,92265,412903167998,...,"2014-09-25 22:33:35"
99,2,EMILY,DIAZ,EMILY.DIAZ@sakilacustomer.org,103,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",103,"588 Vila Velha Manor",,Kyongsangbuk,268,51540,333339908719,...,"2014-09-25 22:33:07"
100,1,ROBIN,HAYES,ROBIN.HAYES@sakilacustomer.org,104,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",104,"1913 Kamakura Place",,Lipetsk,238,97287,942570536750,...,"2014-09-25 22:32:49"
101,1,PEGGY,MYERS,PEGGY.MYERS@sakilacustomer.org,105,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",105,"733 Mandaluyong Place",,Asir,2,77459,196568435814,...,"2014-09-25 22:32:59"
102,1,CRYSTAL,FORD,CRYSTAL.FORD@sakilacustomer.org,106,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",106,"659 Vaduz Drive",,"Ha Darom",34,49708,709935135487,...,"2014-09-25 22:31:40"
103,1,GLADYS,HAMILTON,GLADYS.HAMILTON@sakilacustomer.org,107,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",107,"1177 Jelets Way",,"Kwara & Kogi",220,3305,484292626944,...,"2014-09-25 22:32:24"
104,1,RITA,GRAHAM,RITA.GRAHAM@sakilacustomer.org,108,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",108,"1386 Yangor Avenue",,Provence-Alpes-Cte,543,80720,449216226468,...,"2014-09-25 22:31:01"
105,1,DAWN,SULLIVAN,DAWN.SULLIVAN@sakilacustomer.org,109,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",109,"454 Nakhon Sawan Boulevard",,Funafuti,173,76383,963887147572,...,"2014-09-25 22:33:31"
106,1,CONNIE,WALLACE,CONNIE.WALLACE@sakilacustomer.org,110,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",110,"1867 San Juan Bautista Tuxtepec Avenue",,Ivanovo,225,78311,547003310357,...,"2014-09-25 22:32:48"
107,1,FLORENCE,WOODS,FLORENCE.WOODS@sakilacustomer.org,111,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",111,"1532 Dzerzinsk Way",,"Buenos Aires",334,9599,330838016880,...,"2014-09-25 22:30:06"
108,1,TRACY,COLE,TRACY.COLE@sakilacustomer.org,112,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",112,"1002 Ahmadnagar Manor",,Mxico,213,93026,371490777743,...,"2014-09-25 22:32:07"
109,2,EDNA,WEST,EDNA.WEST@sakilacustomer.org,113,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",113,"682 Junan Way",,"North West",273,30418,622255216127,...,"2014-09-25 22:33:04"
110,2,TIFFANY,JORDAN,TIFFANY.JORDAN@sakilacustomer.org,114,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",114,"804 Elista Drive",,Hubei,159,61069,379804592943,...,"2014-09-25 22:30:33"
111,1,CARMEN,OWENS,CARMEN.OWENS@sakilacustomer.org,115,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",115,"1378 Alvorada Avenue",,"Distrito Federal",102,75834,272234298332,...,"2014-09-25 22:34:03"
112,2,ROSA,REYNOLDS,ROSA.REYNOLDS@sakilacustomer.org,116,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",116,"793 Cam Ranh Avenue",,California,292,87057,824370924746,...,"2014-09-25 22:33:55"
113,2,CINDY,FISHER,CINDY.FISHER@sakilacustomer.org,117,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",117,"1079 Tel Aviv-Jaffa Boulevard",,Sucre,132,10885,358178933857,...,"2014-09-25 22:34:04"
114,2,GRACE,ELLIS,GRACE.ELLIS@sakilacustomer.org,118,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",118,"442 Rae Bareli Place",,Nordrhein-Westfalen,148,24321,886636413768,...,"2014-09-25 22:31:04"
115,1,WENDY,HARRISON,WENDY.HARRISON@sakilacustomer.org,119,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",119,"1107 Nakhon Sawan Avenue",,Mxico,365,75149,867546627903,...,"2014-09-25 22:32:11"
116,1,VICTORIA,GIBSON,VICTORIA.GIBSON@sakilacustomer.org,120,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",120,"544 Malm Parkway",,"Central Java",403,63502,386759646229,...,"2014-09-25 22:31:34"
117,1,EDITH,MCDONALD,EDITH.MCDONALD@sakilacustomer.org,121,1,"2006-02-14 22:04:36","2006-02-15 04:57:20",121,"1967 Sincelejo Place",,Gujarat,176,73644,577812616052,...,"2014-09-25 22:31:16"
